ncodpers,added_products
1082023,ind_ctop_fin_ult1
1082024,ind_ctop_fin_ult1
1082026,ind_ctop_fin_ult1
1082027,ind_ctop_fin_ult1
1082028,ind_ctop_fin_ult1
1082029,ind_ctop_fin_ult1
1082010,ind_ctop_fin_ult1
1081990,ind_ctop_fin_ult1
1082009,ind_ctop_fin_ult1
1082007,ind_ctop_fin_ult1
1081992,ind_ctop_fin_ult1
1081993,ind_ctop_fin_ult1
1081994,ind_ctop_fin_ult1
1081995,ind_ctop_fin_ult1
1081996,ind_ctop_fin_ult1
1081997,ind_ctop_fin_ult1
1081998,ind_ctop_fin_ult1
1081999,ind_ctop_fin_ult1
1082000,ind_ctop_fin_ult1
1082001,ind_ctop_fin_ult1
1082002,ind_ecue_fin_ult1
1082003,ind_ctop_fin_ult1
1082004,ind_ctop_fin_ult1
1082005,ind_ctop_fin_ult1
1082006,ind_ctop_fin_ult1
1082008,ind_ctop_fin_ult1
1082113,ind_ctop_fin_ult1
1082114,ind_ctop_fin_ult1
1082115,ind_ctop_fin_ult1
1082228,ind_ctop_fin_ult1
1082229,ind_ctop_fin_ult1
1082230,ind_ctop_fin_ult1
1082231,ind_ctop_fin_ult1
1082232,ind_ctop_fin_ult1
1082233,ind_ctop_fin_ult1
1082234,ind_ctop_fin_ult1
1082235,ind_ctop_fin_ult1
1082237,ind_ctop_fin_ult1
1082238,ind_ctop_fin_ult1
1082240,ind_ctop_fin_ult1
1082241,ind_ctop_fin_ult1
1082243,ind_ctop_fin_ult1
1082244,ind_ctop_fin_ult1
1082246,ind_ctop_fin_ult1
1082227,ind_cco_fin_ult1
1082247,ind_ctop_fin_ult1
1082226,ind_ctop_fin_ult1
1082224,ind_ctop_fin_ult1
1082209,ind_ctop_fin_ult1
1082210,ind_ctop_fin_ult1
1082211,ind_ctop_fin_ult1
1082212,ind_ctop_fin_ult1
1082213,ind_ctop_fin_ult1
1082214,ind_ctop_fin_ult1
1082215,ind_ctop_fin_ult1
1082216,ind_ctop_fin_ult1
1082217,ind_ctop_fin_ult1
1082218,ind_ctop_fin_ult1
1082219,ind_ctop_fin_ult1
1082220,ind_ctop_fin_ult1
1082221,ind_ctop_fin_ult1
1082222,ind_ctop_fin_ult1
1082223,ind_ctop_fin_ult1
1082225,ind_ctop_fin_ult1
1082207,ind_ctop_fin_ult1
1082248,ind_ctop_fin_ult1
1082250,ind_ctop_fin_ult1
1082275,ind_ctop_fin_ult1
1082276,ind_ctop_fin_ult1
1082277,ind_ctop_fin_ult1
1082278,ind_ctop_fin_ult1
1082279,ind_ctop_fin_ult1
1082280,ind_ctop_fin_ult1
1082283,ind_ctop_fin_ult1
1082284,ind_ctop_fin_ult1
1082285,ind_ctop_fin_ult1
1082286,ind_ctop_fin_ult1
1082287,ind_ctop_fin_ult1
1082288,ind_ctop_fin_ult1
1082289,ind_ctop_fin_ult1
1082290,ind_ctop_fin_ult1
1082291,ind_ctop_fin_ult1
1082274,ind_ctop_fin_ult1
1082249,ind_ctop_fin_ult1
1082273,ind_ctop_fin_ult1
1082270,ind_ctop_fin_ult1
1082252,ind_ctop_fin_ult1
1082253,ind_ctop_fin_ult1
1082256,ind_cco_fin_ult1
1082257,ind_ctop_fin_ult1
1082258,ind_ctop_fin_ult1
1082259,ind_ctop_fin_ult1
1082260,ind_ctop_fin_ult1
1082261,ind_ctop_fin_ult1
1082262,ind_ctop_fin_ult1
1082263,ind_ctop_fin_ult1
1082264,ind_ctop_fin_ult1
1082266,ind_ctop_fin_ult1
1082267,ind_ctop_fin_ult1
1082268,ind_ctop_fin_ult1
1082269,ind_ctop_fin_ult1
1082271,ind_ctop_fin_ult1
1082206,ind_ctop_fin_ult1
1082204,ind_ctop_fin_ult1
1082203,ind_ctop_fin_ult1
1082143,ind_ctop_fin_ult1
1082144,ind_ctop_fin_ult1
1082145,ind_ctop_fin_ult1
1082146,ind_recibo_ult1
1082147,ind_ctop_fin_ult1
1082148,ind_ctop_fin_ult1
1082150,ind_ctop_fin_ult1
1082151,ind_ctop_fin_ult1
1082152,ind_ctop_fin_ult1
1082153,ind_ctop_fin_ult1
1082154,ind_ctop_fin_ult1
1082155,ind_ctop_fin_ult1
1082156,ind_ctop_fin_ult1
1082157,ind_ctop_fin_ult1
1082158,ind_ctop_fin_ult1
1082142,ind_ctop_fin_ult1
1082160,ind_ctop_fin_ult1
1082141,ind_ctop_fin_ult1
1082136,ind_ctop_fin_ult1
1082116,ind_ctop_fin_ult1
1082117,ind_ctop_fin_ult1
1082118,ind_ctop_fin_ult1
1082119,ind_ctop_fin_ult1
1082120,ind_ctop_fin_ult1
1082121,ind_ctop_fin_ult1
1082123,ind_ctop_fin_ult1
1082124,ind_ctop_fin_ult1
1082125,ind_ctop_fin_ult1
1082127,ind_ctop_fin_ult1
1082128,ind_ctop_fin_ult1
1082129,ind_ctop_fin_ult1
1082130,ind_ctop_fin_ult1
1082131,ind_ctop_fin_ult1
1082135,ind_ctop_fin_ult1
1082138,ind_ctop_fin_ult1
1082161,ind_ctop_fin_ult1
1082162,ind_ctop_fin_ult1
1082163,ind_ctop_fin_ult1
1082185,ind_ctop_fin_ult1
1082186,ind_ctop_fin_ult1
1082187,ind_ctop_fin_ult1
1082188,ind_ctop_fin_ult1
1082189,ind_ctop_fin_ult1
1082190,ind_ctop_fin_ult1
1082191,ind_ctop_fin_ult1
1082192,ind_ctop_fin_ult1
1082193,ind_ctop_fin_ult1
1082194,ind_ctop_fin_ult1
1082195,ind_ctop_fin_ult1
1082197,ind_ctop_fin_ult1
1082198,ind_ctop_fin_ult1
1082199,ind_ctop_fin_ult1
1082202,ind_ctop_fin_ult1
1082184,ind_ctop_fin_ult1
1082183,ind_ctop_fin_ult1
1082182,ind_ctop_fin_ult1
1082181,ind_ctop_fin_ult1
1082164,ind_ctop_fin_ult1
1082165,ind_ctop_fin_ult1
1082166,ind_ctop_fin_ult1
1082167,ind_ctop_fin_ult1
1082168,ind_ctop_fin_ult1
1082169,ind_recibo_ult1
1082170,ind_ctop_fin_ult1
1081946,ind_ctop_fin_ult1
1082171,ind_ctop_fin_ult1
1082174,ind_ctop_fin_ult1
1082175,ind_ctop_fin_ult1
1082176,ind_ctop_fin_ult1
1082177,ind_ctop_fin_ult1
1082178,ind_ctop_fin_ult1
1082179,ind_ctop_fin_ult1
1082180,ind_ctop_fin_ult1
1082172,ind_ctop_fin_ult1
1081945,ind_ctop_fin_ult1
1081944,ind_ctop_fin_ult1
1081943,ind_ctop_fin_ult1
1081532,ind_ctop_fin_ult1
1081533,ind_ctop_fin_ult1
1081535,ind_ctop_fin_ult1
1081536,ind_ctop_fin_ult1
1081537,ind_ctop_fin_ult1
1081541,ind_ctop_fin_ult1
1081542,ind_ctop_fin_ult1
1081543,ind_ctop_fin_ult1
1081544,ind_ctop_fin_ult1
1081545,ind_ctop_fin_ult1
1081547,ind_ctop_fin_ult1
1081548,ind_ctop_fin_ult1
1081549,ind_ctop_fin_ult1
1081550,ind_ctop_fin_ult1
1081553,ind_ctop_fin_ult1
1081528,ind_ctop_fin_ult1
1081554,ind_ctop_fin_ult1
1081527,ind_ctop_fin_ult1
1081523,ind_ctop_fin_ult1
1081494,ind_ctop_fin_ult1
1081496,ind_ctop_fin_ult1
1081498,ind_ctop_fin_ult1
1081501,ind_ctop_fin_ult1
1081502,ind_ctop_fin_ult1
1081509,ind_ctop_fin_ult1
1081510,ind_ctop_fin_ult1
1081512,ind_ctop_fin_ult1
1081514,ind_recibo_ult1
1081515,ind_cco_fin_ult1
1081516,ind_ctop_fin_ult1
1081517,ind_ctop_fin_ult1
1081518,ind_ctop_fin_ult1
1081519,ind_ctop_fin_ult1
1081520,ind_ctop_fin_ult1
1081525,ind_ctop_fin_ult1
1081492,ind_ctop_fin_ult1
1081557,ind_ctop_fin_ult1
1081562,ind_ctop_fin_ult1
1081607,ind_ctop_fin_ult1
1081611,ind_ctop_fin_ult1
1081613,ind_ctop_fin_ult1
1081614,ind_ctop_fin_ult1
1081617,ind_ctop_fin_ult1
1081619,ind_ctop_fin_ult1
1081620,ind_ctop_fin_ult1
1081621,ind_ctop_fin_ult1
1081622,ind_ctop_fin_ult1
1081624,ind_ctop_fin_ult1
1081625,ind_ctop_fin_ult1
1081626,ind_ctop_fin_ult1
1081628,ind_ctop_fin_ult1
1081629,ind_ctop_fin_ult1
1081630,ind_ctop_fin_ult1
1081605,ind_ctop_fin_ult1
1081558,ind_ctop_fin_ult1
1081598,ind_dela_fin_ult1
1081596,ind_ctop_fin_ult1
1081571,ind_ctop_fin_ult1
1081572,ind_dela_fin_ult1
1081574,ind_ctop_fin_ult1
1081575,ind_ctop_fin_ult1
1081579,ind_ctop_fin_ult1
1081581,ind_ctop_fin_ult1
1081583,ind_ctop_fin_ult1
1081584,ind_ctop_fin_ult1
1081585,ind_ctop_fin_ult1
1081587,ind_ctop_fin_ult1
1081588,ind_ctop_fin_ult1
1081589,ind_ctop_fin_ult1
1081590,ind_ctop_fin_ult1
1081593,ind_ctop_fin_ult1
1081595,ind_ctop_fin_ult1
1081597,ind_ctop_fin_ult1
1081490,ind_ctop_fin_ult1
1081488,ind_ctop_fin_ult1
1081487,ind_ctop_fin_ult1
1081418,ind_ctop_fin_ult1
1081419,ind_ctop_fin_ult1
1081420,ind_ctop_fin_ult1
1081421,ind_ctop_fin_ult1
1081422,ind_ctop_fin_ult1
1081423,ind_ctop_fin_ult1
1081424,ind_ctop_fin_ult1
1081427,ind_ctop_fin_ult1
1081428,ind_ctop_fin_ult1
1081429,ind_ctop_fin_ult1
1081430,ind_ctop_fin_ult1
1081431,ind_ctop_fin_ult1
1081432,ind_ctop_fin_ult1
1081433,ind_ctop_fin_ult1
1081434,ind_ctop_fin_ult1
1081417,ind_ecue_fin_ult1
1081435,ind_ctop_fin_ult1
1081416,ind_ctop_fin_ult1
1081414,ind_ctop_fin_ult1
1081389,ind_ctop_fin_ult1
1081390,ind_ctop_fin_ult1
1081397,ind_ctop_fin_ult1
1081398,ind_ctop_fin_ult1
1081401,ind_ctop_fin_ult1
1081402,ind_ctop_fin_ult1
1081404,ind_ctop_fin_ult1
1081405,ind_ctop_fin_ult1
1081407,ind_ctop_fin_ult1
1081408,ind_ctop_fin_ult1
1081409,ind_ctop_fin_ult1
1081410,ind_ctop_fin_ult1
1081411,ind_cco_fin_ult1
1081412,ind_ctop_fin_ult1
1081413,ind_ctop_fin_ult1
1081415,ind_ctop_fin_ult1
1081436,ind_ctop_fin_ult1
1081437,ind_cco_fin_ult1
1081438,ind_ctop_fin_ult1
1081467,ind_ctop_fin_ult1
1081469,ind_ctop_fin_ult1
1081470,ind_ctop_fin_ult1
1081471,ind_ctop_fin_ult1
1081472,ind_ctop_fin_ult1
1081473,ind_ctop_fin_ult1
1081474,ind_ctop_fin_ult1
1081475,ind_ctop_fin_ult1
1081476,ind_ctop_fin_ult1
1081477,ind_ctop_fin_ult1
1081478,ind_ctop_fin_ult1
1081479,ind_ctop_fin_ult1
1081480,ind_ctop_fin_ult1
1081483,ind_ctop_fin_ult1
1081485,ind_ctop_fin_ult1
1081466,ind_ctop_fin_ult1
1081465,ind_ecue_fin_ult1
1081464,ind_ctop_fin_ult1
1081463,ind_ctop_fin_ult1
1081439,ind_ctop_fin_ult1
1081441,ind_ctop_fin_ult1
1081442,ind_ctop_fin_ult1
1081443,ind_ctop_fin_ult1
1081444,ind_ctop_fin_ult1
1081446,ind_ctop_fin_ult1
1081447,ind_ctop_fin_ult1
1081631,ind_ctop_fin_ult1
1081450,ind_ctop_fin_ult1
1081452,ind_ctop_fin_ult1
1081454,ind_ctop_fin_ult1
1081457,ind_ctop_fin_ult1
1081458,ind_ctop_fin_ult1
1081459,ind_ctop_fin_ult1
1081460,ind_ctop_fin_ult1
1081462,ind_ctop_fin_ult1
1081451,ind_ctop_fin_ult1
1080521,ind_ctop_fin_ult1
1081632,ind_ctop_fin_ult1
1081634,ind_ctop_fin_ult1
1081853,ind_ctop_fin_ult1
1081854,ind_ctop_fin_ult1
1081857,ind_ctop_fin_ult1
1081859,ind_ctop_fin_ult1
1081861,ind_ctop_fin_ult1
1081863,ind_ctop_fin_ult1
1081868,ind_recibo_ult1
1081875,ind_ctop_fin_ult1
1081876,ind_ctop_fin_ult1
1081879,ind_ctop_fin_ult1
1081883,ind_ctop_fin_ult1
1081886,ind_cco_fin_ult1
1081887,ind_ctop_fin_ult1
1081890,ind_recibo_ult1
1081891,ind_ctop_fin_ult1
1081852,ind_ctop_fin_ult1
1081892,ind_ecue_fin_ult1
1081848,ind_ctop_fin_ult1
1081840,ind_ctop_fin_ult1
1081803,ind_ctop_fin_ult1
1081805,ind_ctop_fin_ult1
1081806,ind_ctop_fin_ult1
1081808,ind_ctop_fin_ult1
1081810,ind_ctop_fin_ult1
1081811,ind_ctop_fin_ult1
1081814,ind_ctop_fin_ult1
1081815,ind_ctop_fin_ult1
1081816,ind_ctop_fin_ult1
1081817,ind_ctop_fin_ult1
1081823,ind_ctop_fin_ult1
1081830,ind_ctop_fin_ult1
1081831,ind_ctop_fin_ult1
1081838,ind_ctop_fin_ult1
1081839,ind_ctop_fin_ult1
1081847,ind_dela_fin_ult1
1081799,ind_ctop_fin_ult1
1081896,ind_ctop_fin_ult1
1081903,ind_ctop_fin_ult1
1081928,ind_ctop_fin_ult1
1081929,ind_ctop_fin_ult1
1081930,ind_ctop_fin_ult1
1081931,ind_ctop_fin_ult1
1081932,ind_ctop_fin_ult1
1081933,ind_ctop_fin_ult1
1081934,ind_ctop_fin_ult1
1081935,ind_ctop_fin_ult1
1081936,ind_ctop_fin_ult1
1081937,ind_ctop_fin_ult1
1081938,ind_ctop_fin_ult1
1081939,ind_ctop_fin_ult1
1081940,ind_ctop_fin_ult1
1081941,ind_ctop_fin_ult1
1081942,ind_ctop_fin_ult1
1081926,ind_ctop_fin_ult1
1081899,ind_ecue_fin_ult1
1081925,ind_ctop_fin_ult1
1081921,ind_ctop_fin_ult1
1081904,ind_ctop_fin_ult1
1081905,ind_ctop_fin_ult1
1081906,ind_ctop_fin_ult1
1081908,ind_ctop_fin_ult1
1081910,ind_ctop_fin_ult1
1081911,ind_ctop_fin_ult1
1081912,ind_ctop_fin_ult1
1081913,ind_ctop_fin_ult1
1081914,ind_ctop_fin_ult1
1081915,ind_ctop_fin_ult1
1081916,ind_ctop_fin_ult1
1081917,ind_ctop_fin_ult1
1081918,ind_ctop_fin_ult1
1081919,ind_ctop_fin_ult1
1081920,ind_ctop_fin_ult1
1081924,ind_ctop_fin_ult1
1081798,ind_ctop_fin_ult1
1081795,ind_ctop_fin_ult1
1081792,ind_ctop_fin_ult1
1081683,ind_dela_fin_ult1
1081685,ind_tjcr_fin_ult1
1081688,ind_recibo_ult1
1081692,ind_ctop_fin_ult1
1081694,ind_recibo_ult1
1081699,ind_cco_fin_ult1
1081701,ind_ctop_fin_ult1
1081702,ind_cco_fin_ult1
1081707,ind_ctop_fin_ult1
1081708,ind_ctop_fin_ult1
1081712,ind_ctop_fin_ult1
1081714,ind_ctop_fin_ult1
1081718,ind_ctop_fin_ult1
1081720,ind_ctop_fin_ult1
1081721,ind_cco_fin_ult1
1081681,ind_recibo_ult1
1081727,ind_cco_fin_ult1
1081679,ind_ecue_fin_ult1
1081676,ind_tjcr_fin_ult1
1081636,ind_ctop_fin_ult1
1081640,ind_ctop_fin_ult1
1081644,ind_nomina_ult1
1081645,ind_ctop_fin_ult1
1081647,ind_nomina_ult1
1081653,ind_ctop_fin_ult1
1081654,ind_ctop_fin_ult1
1081657,ind_ctop_fin_ult1
1081658,ind_tjcr_fin_ult1
1081659,ind_ctop_fin_ult1
1081660,ind_ecue_fin_ult1
1081661,ind_tjcr_fin_ult1
1081665,ind_ctop_fin_ult1
1081667,ind_ctop_fin_ult1
1081674,ind_ctop_fin_ult1
1081677,ind_ctop_fin_ult1
1081730,ind_recibo_ult1
1081734,ind_ctop_fin_ult1
1081735,ind_ctop_fin_ult1
1081771,ind_ctop_fin_ult1
1081773,ind_ctop_fin_ult1
1081774,ind_ctop_fin_ult1
1081775,ind_ctop_fin_ult1
1081779,ind_ctop_fin_ult1
1081780,ind_ctop_fin_ult1
1081781,ind_ctop_fin_ult1
1081782,ind_ctop_fin_ult1
1081783,ind_ctop_fin_ult1
1081784,ind_ctop_fin_ult1
1081785,ind_ctop_fin_ult1
1081786,ind_ctop_fin_ult1
1081787,ind_ctop_fin_ult1
1081788,ind_ctop_fin_ult1
1081789,ind_ctop_fin_ult1
1081769,ind_ctop_fin_ult1
1081768,ind_ctop_fin_ult1
1081765,ind_ctop_fin_ult1
1081764,ind_ctop_fin_ult1
1081737,ind_ctop_fin_ult1
1081738,ind_ctop_fin_ult1
1081740,ind_ctop_fin_ult1
1081742,ind_ctop_fin_ult1
1081743,ind_ecue_fin_ult1
1081746,ind_recibo_ult1
1081749,ind_tjcr_fin_ult1
1081633,ind_ctop_fin_ult1
1081754,ind_ctop_fin_ult1
1081756,ind_cco_fin_ult1
1081757,ind_ctop_fin_ult1
1081759,ind_reca_fin_ult1
1081760,ind_recibo_ult1
1081761,ind_recibo_ult1
1081762,ind_ecue_fin_ult1
1081763,ind_ctop_fin_ult1
1081755,ind_ctop_fin_ult1
1080520,ind_ctop_fin_ult1
1080519,ind_ctop_fin_ult1
1080517,ind_ctop_fin_ult1
1079437,ind_ctop_fin_ult1
1079438,ind_ctop_fin_ult1
1079439,ind_ctop_fin_ult1
1079440,ind_ctop_fin_ult1
1079441,ind_ctop_fin_ult1
1079442,ind_ctop_fin_ult1
1079443,ind_ctop_fin_ult1
1079445,ind_ctop_fin_ult1
1079446,ind_ctop_fin_ult1
1079447,ind_ctop_fin_ult1
1079449,ind_ctop_fin_ult1
1079451,ind_ctop_fin_ult1
1079452,ind_ctop_fin_ult1
1079453,ind_ctop_fin_ult1
1079454,ind_ctop_fin_ult1
1079436,ind_ctop_fin_ult1
1079455,ind_ctop_fin_ult1
1079435,ind_ecue_fin_ult1
1079433,ind_ctop_fin_ult1
1079415,ind_ctop_fin_ult1
1079417,ind_cco_fin_ult1
1079419,ind_ctop_fin_ult1
1079420,ind_ctop_fin_ult1
1079421,ind_ctop_fin_ult1
1079422,ind_ctop_fin_ult1
1079423,ind_ctop_fin_ult1
1079424,ind_ctop_fin_ult1
1079425,ind_ctop_fin_ult1
1079426,ind_ctop_fin_ult1
1079428,ind_ctop_fin_ult1
1079429,ind_ctop_fin_ult1
1079430,ind_ctop_fin_ult1
1079431,ind_ctop_fin_ult1
1079432,ind_ctop_fin_ult1
1079434,ind_ctop_fin_ult1
1079414,ind_dela_fin_ult1
1079457,ind_ctop_fin_ult1
1079459,ind_ctop_fin_ult1
1079483,ind_ctop_fin_ult1
1079484,ind_ctop_fin_ult1
1079485,ind_ctop_fin_ult1
1079487,ind_ctop_fin_ult1
1079488,ind_ctop_fin_ult1
1079489,ind_ctop_fin_ult1
1079491,ind_ctop_fin_ult1
1079493,ind_ctop_fin_ult1
1079494,ind_ctop_fin_ult1
1079495,ind_ctop_fin_ult1
1079496,ind_ctop_fin_ult1
1079497,ind_ctop_fin_ult1
1079498,ind_ctop_fin_ult1
1079501,ind_ctop_fin_ult1
1079502,ind_ctop_fin_ult1
1079482,ind_ctop_fin_ult1
1079458,ind_ctop_fin_ult1
1079480,ind_ctop_fin_ult1
1079478,ind_ctop_fin_ult1
1079460,ind_ctop_fin_ult1
1079461,ind_ctop_fin_ult1
1079462,ind_ctop_fin_ult1
1079464,ind_ctop_fin_ult1
1079465,ind_ctop_fin_ult1
1079468,ind_ctop_fin_ult1
1079469,ind_ctop_fin_ult1
1079470,ind_ctop_fin_ult1
1079471,ind_ctop_fin_ult1
1079472,ind_ctop_fin_ult1
1079473,ind_ctop_fin_ult1
1079474,ind_ctop_fin_ult1
1079475,ind_recibo_ult1
1079476,ind_cco_fin_ult1
1079477,ind_ctop_fin_ult1
1079479,ind_ctop_fin_ult1
1079503,ind_ctop_fin_ult1
1079413,ind_ctop_fin_ult1
1079411,ind_ctop_fin_ult1
1079352,ind_ctop_fin_ult1
1079354,ind_ctop_fin_ult1
1079355,ind_ctop_fin_ult1
1079356,ind_ctop_fin_ult1
1079357,ind_ctop_fin_ult1
1079358,ind_recibo_ult1
1079360,ind_ctop_fin_ult1
1079361,ind_ctop_fin_ult1
1079362,ind_ctop_fin_ult1
1079363,ind_ctop_fin_ult1
1079364,ind_ctop_fin_ult1
1079365,ind_ctop_fin_ult1
1079366,ind_ctop_fin_ult1
1079367,ind_ctop_fin_ult1
1079368,ind_ctop_fin_ult1
1079351,ind_ctop_fin_ult1
1079369,ind_ctop_fin_ult1
1079350,ind_ctop_fin_ult1
1079346,ind_ctop_fin_ult1
1079329,ind_ctop_fin_ult1
1079331,ind_ctop_fin_ult1
1079332,ind_ctop_fin_ult1
1079333,ind_ctop_fin_ult1
1079334,ind_ctop_fin_ult1
1079335,ind_ctop_fin_ult1
1079336,ind_ctop_fin_ult1
1079337,ind_ctop_fin_ult1
1079338,ind_ctop_fin_ult1
1079339,ind_ctop_fin_ult1
1079341,ind_ctop_fin_ult1
1079342,ind_ctop_fin_ult1
1079343,ind_ctop_fin_ult1
1079344,ind_ctop_fin_ult1
1079345,ind_ctop_fin_ult1
1079348,ind_ctop_fin_ult1
1079412,ind_ctop_fin_ult1
1079370,ind_ctop_fin_ult1
1079372,ind_ctop_fin_ult1
1079394,ind_ctop_fin_ult1
1079395,ind_ctop_fin_ult1
1079396,ind_recibo_ult1
1079397,ind_ctop_fin_ult1
1079398,ind_ctop_fin_ult1
1079400,ind_cco_fin_ult1
1079402,ind_ctop_fin_ult1
1079403,ind_ctop_fin_ult1
1079404,ind_ctop_fin_ult1
1079405,ind_ctop_fin_ult1
1079406,ind_ctop_fin_ult1
1079407,ind_ctop_fin_ult1
1079408,ind_ctop_fin_ult1
1079409,ind_recibo_ult1
1079410,ind_ctop_fin_ult1
1079392,ind_ctop_fin_ult1
1079371,ind_ctop_fin_ult1
1079391,ind_ctop_fin_ult1
1079389,ind_ctop_fin_ult1
1079373,ind_ctop_fin_ult1
1079374,ind_ctop_fin_ult1
1079375,ind_ctop_fin_ult1
1079376,ind_ctop_fin_ult1
1079377,ind_ctop_fin_ult1
1079378,ind_ctop_fin_ult1
1079379,ind_ctop_fin_ult1
1079380,ind_ctop_fin_ult1
1079381,ind_recibo_ult1
1079382,ind_ctop_fin_ult1
1079383,ind_ctop_fin_ult1
1079384,ind_ctop_fin_ult1
1079385,ind_ctop_fin_ult1
1079387,ind_ctop_fin_ult1
1079388,ind_ctop_fin_ult1
1079390,ind_ctop_fin_ult1
1079504,ind_ctop_fin_ult1
1079505,ind_ctop_fin_ult1
1079506,ind_recibo_ult1
1079618,ind_ctop_fin_ult1
1079619,ind_ctop_fin_ult1
1079620,ind_ctop_fin_ult1
1079621,ind_ctop_fin_ult1
1079622,ind_ctop_fin_ult1
1079624,ind_ctop_fin_ult1
1079625,ind_ctop_fin_ult1
1079626,ind_ctop_fin_ult1
1079627,ind_ctop_fin_ult1
1079628,ind_ctop_fin_ult1
1079629,ind_ctop_fin_ult1
1079630,ind_ctop_fin_ult1
1079631,ind_ctop_fin_ult1
1079632,ind_recibo_ult1
1079633,ind_ctop_fin_ult1
1079617,ind_ctop_fin_ult1
1079635,ind_ctop_fin_ult1
1079616,ind_recibo_ult1
1079614,ind_ctop_fin_ult1
1079597,ind_ctop_fin_ult1
1079598,ind_ctop_fin_ult1
1079599,ind_ctop_fin_ult1
1079600,ind_ctop_fin_ult1
1079601,ind_ctop_fin_ult1
1079602,ind_recibo_ult1
1079603,ind_ctop_fin_ult1
1079604,ind_ctop_fin_ult1
1079605,ind_ctop_fin_ult1
1079607,ind_ctop_fin_ult1
1079609,ind_ctop_fin_ult1
1079610,ind_ctop_fin_ult1
1079611,ind_ctop_fin_ult1
1079612,ind_ctop_fin_ult1
1079613,ind_ctop_fin_ult1
1079615,ind_ctop_fin_ult1
1079596,ind_ctop_fin_ult1
1079636,ind_ctop_fin_ult1
1079639,ind_ctop_fin_ult1
1079664,ind_ctop_fin_ult1
1079665,ind_ctop_fin_ult1
1079666,ind_ctop_fin_ult1
1079667,ind_ctop_fin_ult1
1079668,ind_ctop_fin_ult1
1079669,ind_ctop_fin_ult1
1079672,ind_ctop_fin_ult1
1079673,ind_ctop_fin_ult1
1079674,ind_ctop_fin_ult1
1079676,ind_ctop_fin_ult1
1079677,ind_ctop_fin_ult1
1079678,ind_ctop_fin_ult1
1079679,ind_ecue_fin_ult1
1079680,ind_tjcr_fin_ult1
1079681,ind_ctop_fin_ult1
1079663,ind_ctop_fin_ult1
1079637,ind_ctop_fin_ult1
1079661,ind_ctop_fin_ult1
1079659,ind_ctop_fin_ult1
1079641,ind_ctop_fin_ult1
1079642,ind_ctop_fin_ult1
1079643,ind_ctop_fin_ult1
1079645,ind_ctop_fin_ult1
1079646,ind_ctop_fin_ult1
1079648,ind_ctop_fin_ult1
1079649,ind_ctop_fin_ult1
1079650,ind_ctop_fin_ult1
1079651,ind_ctop_fin_ult1
1079652,ind_ctop_fin_ult1
1079653,ind_ctop_fin_ult1
1079654,ind_ctop_fin_ult1
1079656,ind_ctop_fin_ult1
1079657,ind_ecue_fin_ult1
1079658,ind_ctop_fin_ult1
1079660,ind_ctop_fin_ult1
1079595,ind_ctop_fin_ult1
1079593,ind_ctop_fin_ult1
1079592,ind_ctop_fin_ult1
1079529,ind_ctop_fin_ult1
1079530,ind_ctop_fin_ult1
1079531,ind_ctop_fin_ult1
1079532,ind_ctop_fin_ult1
1079533,ind_ctop_fin_ult1
1079534,ind_ctop_fin_ult1
1079535,ind_ctop_fin_ult1
1079536,ind_ctop_fin_ult1
1079537,ind_ctop_fin_ult1
1079538,ind_ctop_fin_ult1
1079540,ind_ctop_fin_ult1
1079541,ind_ctop_fin_ult1
1079542,ind_ctop_fin_ult1
1079543,ind_ctop_fin_ult1
1079544,ind_ctop_fin_ult1
1079528,ind_ctop_fin_ult1
1079546,ind_ctop_fin_ult1
1079527,ind_ctop_fin_ult1
1079524,ind_ctop_fin_ult1
1079507,ind_ctop_fin_ult1
1079508,ind_ctop_fin_ult1
1079509,ind_ctop_fin_ult1
1079510,ind_ctop_fin_ult1
1079511,ind_ctop_fin_ult1
1079513,ind_ctop_fin_ult1
1079514,ind_ctop_fin_ult1
1079516,ind_ctop_fin_ult1
1079517,ind_ctop_fin_ult1
1079518,ind_ctop_fin_ult1
1079519,ind_ctop_fin_ult1
1079520,ind_ctop_fin_ult1
1079521,ind_ctop_fin_ult1
1079522,ind_ctop_fin_ult1
1079523,ind_ctop_fin_ult1
1079525,ind_ctop_fin_ult1
1079547,ind_ctop_fin_ult1
1079548,ind_ctop_fin_ult1
1079549,ind_ctop_fin_ult1
1079572,ind_ctop_fin_ult1
1079574,ind_ctop_fin_ult1
1079575,ind_ctop_fin_ult1
1079577,ind_ctop_fin_ult1
1079578,ind_ctop_fin_ult1
1079579,ind_ctop_fin_ult1
1079580,ind_ctop_fin_ult1
1079581,ind_ctop_fin_ult1
1079583,ind_ctop_fin_ult1
1079584,ind_ctop_fin_ult1
1079585,ind_ctop_fin_ult1
1079586,ind_ctop_fin_ult1
1079588,ind_ctop_fin_ult1
1079590,ind_ctop_fin_ult1
1079591,ind_ctop_fin_ult1
1079571,ind_ctop_fin_ult1
1079570,ind_ctop_fin_ult1
1079569,ind_ctop_fin_ult1
1079568,ind_ctop_fin_ult1
1079550,ind_ctop_fin_ult1
1079551,ind_ctop_fin_ult1
1079552,ind_ctop_fin_ult1
1079553,ind_ctop_fin_ult1
1079555,ind_ctop_fin_ult1
1079556,ind_recibo_ult1
1079557,ind_ctop_fin_ult1
1079327,ind_ctop_fin_ult1
1079558,ind_ctop_fin_ult1
